Index   frequency       vm         
0	1.000000e+03	3.773524e-01	
1	1.004616e+03	3.773523e-01	
2	1.009253e+03	3.773522e-01	
3	1.013911e+03	3.773521e-01	
4	1.018591e+03	3.773520e-01	
5	1.023293e+03	3.773520e-01	
6	1.028016e+03	3.773519e-01	
7	1.032761e+03	3.773518e-01	
8	1.037528e+03	3.773517e-01	
9	1.042317e+03	3.773517e-01	
10	1.047129e+03	3.773516e-01	
11	1.051962e+03	3.773516e-01	
12	1.056818e+03	3.773515e-01	
13	1.061696e+03	3.773515e-01	
14	1.066596e+03	3.773515e-01	
15	1.071519e+03	3.773515e-01	
16	1.076465e+03	3.773514e-01	
17	1.081434e+03	3.773514e-01	
18	1.086426e+03	3.773514e-01	
19	1.091440e+03	3.773514e-01	
20	1.096478e+03	3.773514e-01	
21	1.101539e+03	3.773514e-01	
22	1.106624e+03	3.773514e-01	
23	1.111732e+03	3.773515e-01	
24	1.116863e+03	3.773515e-01	
25	1.122018e+03	3.773515e-01	
26	1.127197e+03	3.773516e-01	
27	1.132400e+03	3.773516e-01	
28	1.137627e+03	3.773517e-01	
29	1.142878e+03	3.773517e-01	
30	1.148154e+03	3.773518e-01	
31	1.153453e+03	3.773518e-01	
32	1.158777e+03	3.773519e-01	
33	1.164126e+03	3.773520e-01	
34	1.169499e+03	3.773521e-01	
35	1.174898e+03	3.773521e-01	
36	1.180321e+03	3.773522e-01	
37	1.185769e+03	3.773523e-01	
38	1.191242e+03	3.773524e-01	
39	1.196741e+03	3.773525e-01	
40	1.202264e+03	3.773526e-01	
41	1.207814e+03	3.773528e-01	
42	1.213389e+03	3.773529e-01	
43	1.218990e+03	3.773530e-01	
44	1.224616e+03	3.773531e-01	
45	1.230269e+03	3.773533e-01	
46	1.235947e+03	3.773534e-01	
47	1.241652e+03	3.773536e-01	
48	1.247384e+03	3.773537e-01	
49	1.253141e+03	3.773539e-01	
50	1.258925e+03	3.773540e-01	
51	1.264736e+03	3.773542e-01	
52	1.270574e+03	3.773544e-01	
53	1.276439e+03	3.773545e-01	
54	1.282331e+03	3.773547e-01	
55	1.288250e+03	3.773549e-01	
56	1.294196e+03	3.773551e-01	
57	1.300170e+03	3.773553e-01	
58	1.306171e+03	3.773555e-01	
59	1.312200e+03	3.773557e-01	
60	1.318257e+03	3.773559e-01	
61	1.324342e+03	3.773561e-01	
62	1.330454e+03	3.773563e-01	
63	1.336596e+03	3.773566e-01	
64	1.342765e+03	3.773568e-01	
65	1.348963e+03	3.773570e-01	
66	1.355189e+03	3.773573e-01	
67	1.361445e+03	3.773575e-01	
68	1.367729e+03	3.773577e-01	
69	1.374042e+03	3.773580e-01	
70	1.380384e+03	3.773582e-01	
71	1.386756e+03	3.773585e-01	
72	1.393157e+03	3.773588e-01	
73	1.399587e+03	3.773590e-01	
74	1.406048e+03	3.773593e-01	
75	1.412538e+03	3.773596e-01	
76	1.419058e+03	3.773598e-01	
77	1.425608e+03	3.773601e-01	
78	1.432188e+03	3.773604e-01	
79	1.438799e+03	3.773607e-01	
80	1.445440e+03	3.773610e-01	
81	1.452112e+03	3.773613e-01	
82	1.458814e+03	3.773616e-01	
83	1.465548e+03	3.773619e-01	
84	1.472313e+03	3.773622e-01	
85	1.479108e+03	3.773625e-01	
86	1.485936e+03	3.773628e-01	
87	1.492794e+03	3.773632e-01	
88	1.499685e+03	3.773635e-01	
89	1.506607e+03	3.773638e-01	
90	1.513561e+03	3.773642e-01	
91	1.520548e+03	3.773645e-01	
92	1.527566e+03	3.773648e-01	
93	1.534617e+03	3.773652e-01	
94	1.541700e+03	3.773655e-01	
95	1.548817e+03	3.773659e-01	
96	1.555966e+03	3.773662e-01	
97	1.563148e+03	3.773666e-01	
98	1.570363e+03	3.773670e-01	
99	1.577611e+03	3.773673e-01	
100	1.584893e+03	3.773677e-01	
101	1.592209e+03	3.773681e-01	
102	1.599558e+03	3.773684e-01	
103	1.606941e+03	3.773688e-01	
104	1.614359e+03	3.773692e-01	
105	1.621810e+03	3.773696e-01	
106	1.629296e+03	3.773700e-01	
107	1.636817e+03	3.773704e-01	
108	1.644372e+03	3.773708e-01	
109	1.651962e+03	3.773712e-01	
110	1.659587e+03	3.773716e-01	
111	1.667247e+03	3.773720e-01	
112	1.674943e+03	3.773724e-01	
113	1.682674e+03	3.773728e-01	
114	1.690441e+03	3.773732e-01	
115	1.698244e+03	3.773736e-01	
116	1.706082e+03	3.773741e-01	
117	1.713957e+03	3.773745e-01	
118	1.721869e+03	3.773749e-01	
119	1.729816e+03	3.773753e-01	
120	1.737801e+03	3.773758e-01	
121	1.745822e+03	3.773762e-01	
122	1.753881e+03	3.773766e-01	
123	1.761976e+03	3.773771e-01	
124	1.770109e+03	3.773775e-01	
125	1.778279e+03	3.773780e-01	
126	1.786488e+03	3.773784e-01	
127	1.794734e+03	3.773789e-01	
128	1.803018e+03	3.773793e-01	
129	1.811340e+03	3.773798e-01	
130	1.819701e+03	3.773802e-01	
131	1.828100e+03	3.773807e-01	
132	1.836538e+03	3.773812e-01	
133	1.845015e+03	3.773816e-01	
